ID,Name,Conf,Disabled,Campaigns,IconOverride,SkinGroupId,ObtainType,ObtainTypeCN,LastChance,MasterSkin,PetSkin,PetSkin2,PriceClubCoins,PriceStarPoints,PriceBling,PriceGems,DiscountPriceGems,PriceCoins,Rarity,TID,ShopTID,Features,CommunityCredit,MaterialsFile,BlueTexture,RedTexture,BlueSpecular,RedSpecular,OutlineShader,PackOfferAnimOverride,BattleIntroXOffset,BattleIntroZOffset,BattleIntroVFX,DisableCatalogRelease,CatalogPreRequirementSkin,CatalogNewDaysAdjustment,NotInCatalogTID
460,KickerDudeFurious,KickerDudeFurious,,BRAWLPASS,,,7,7,,,,,,,5000,149,,,EPIC,TID_FURIOUS_FANG_SKIN,TID_FURIOUS_FANG_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,fang_fireball_tex.pvr,fang_fireball_tex.pvr,fang_fireball_tex.pvr,fang_fireball_tex.pvr,,,,,,,,,
461,ShamanPetDragon,ShamanPetDragon,,,,,,,,,,,,,,,,,,,,,,,nita_bear_nian_tex.pvr,nita_bear_nian_tex.pvr,nita_bear_nian_tex.pvr,nita_bear_nian_tex.pvr,,,,,,,,,
462,TntDudeRetro,TntDudeRetro,,ANNIVERSARY2021,,,4,4,true,,,,,,5000,149,,,EPIC,TID_CLASSIC MIKE_SKIN,TID_CLASSIC MIKE_SKIN_SHOP,"MODEL,TEXTURE",,,dynamike_retro_tex.pvr,dynamike_retro_tex.pvr,dynamike_retro_tex.pvr,dynamike_retro_tex.pvr,,,,,,,,,
463,ArtilleryDudeTurretTrueGold,ArtilleryDudeTurretTrueGold,,,,,,,,,,,,,,,,,,,,,,gold_materials.scw,penny_gold_tex.pvr,penny_gold_tex.pvr,penny_gold_tex.pvr,penny_gold_tex.pvr,,,,,,,,,
464,ArtilleryDudeTurretTrueSilver,ArtilleryDudeTurretTrueSilver,,,,,,,,,,,,,,,,,,,,,,silver_materials.scw,penny_silver_tex.pvr,penny_silver_tex.pvr,penny_silver_tex.pvr,penny_silver_tex.pvr,,,,,,,,,
465,FleaDefault,FleaDefault,,,,,,,,,,,,,,,,,,,,,,,eve_tex.pvr,eve_tex.pvr,eve_tex.pvr,eve_tex.pvr,,,,,,,,,
466,FleaPetDefault,FleaPetDefault,,,,,,,,,,,,,,,,,,,,,,,eve_tex.pvr,eve_tex.pvr,eve_tex.pvr,eve_tex.pvr,,,,,,,,,
467,FleaBigEggDefault,FleaBigEggDefault,,,,,,,,,,,,,,,,,,,,,,,eve_tex.pvr,eve_tex.pvr,eve_tex.pvr,eve_tex.pvr,,,,,,,,,
468,ClusterBombDudeShooky,ClusterBombDudeShooky,,BT21,,,,8,,,ClusterBombPetShooky,,,,5000,149,,,EPIC,TID_BT21_TICK_SKIN,TID_BT21_TICK_SKIN_SHOP,"TEXTURE,ANIM,VFX",,,tick_shooky_tex.pvr,tick_shooky_tex.pvr,tick_shooky_tex.pvr,tick_shooky_tex.pvr,,,,200,,,,,
469,ClusterBombPetShooky,ClusterBombPetShooky,,,,,,,,,,,,,,,,,,,,,,,tick_shooky_tex.pvr,tick_shooky_tex.pvr,tick_shooky_tex.pvr,tick_shooky_tex.pvr,,,,,,,,,
470,BaseballRj,BaseballRj,,BT21,,,,8,,,,,,,5000,149,,,EPIC,TID_BT21_BIBI_SKIN,TID_BT21_BIBI_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,bibi_rj_tex.pvr,bibi_rj_tex.pvr,bibi_rj_tex.pvr,bibi_rj_tex.pvr,,,,,,,,,
471,SandstormKoya,SandstormKoya,,BT21,,,,8,,,,,,,5000,149,,,EPIC,TID_BT21_SANDY_SKIN,TID_BT21_SANDY_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,sandy_koya_tex.pvr,sandy_koya_tex.pvr,sandy_koya_tex.pvr,sandy_koya_tex.pvr,,,,,,,,,
474,,,,BIODOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,MechaDudeBigRhino,MechaDudeBigRhino,,,,,,,,,,,,,,,,,,,,,,,meg_mecha_beetle_tex.pvr,meg_mecha_beetle_tex.pvr,meg_mecha_beetle_tex.pvr,meg_mecha_beetle_tex.pvr,,,,,,,,,
477,BullDudeLion,BullDudeLion,,CLUBLEAGUE,,,,,,,,,2500,,,,,,,TID_SAVAGE_BULL_SKIN,TID_SAVAGE_BULL_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,bull_lion_tex.pvr,bull_lion_tex.pvr,bull_lion_tex.pvr,bull_lion_tex.pvr,,,-500,,,,,,
480,SpawnerDudeTurretFly,SpawnerDudeTurretFly,,,,,,,,,,,,,,,,,,,,,,,mrp_fly_spawner_tex.pvr,mrp_fly_spawner_tex.pvr,mrp_fly_spawner_tex.pvr,mrp_fly_spawner_tex.pvr,,,,,,,,,
481,SpawnerPetFly,SpawnerPetFly,,,,,,,,,,,,,,,,,,,,,,,mrp_fly_spawner_tex.pvr,mrp_fly_spawner_tex.pvr,mrp_fly_spawner_tex.pvr,mrp_fly_spawner_tex.pvr,,,,,,,,,
482,CrossBomberEaster,CrossBomberEaster,,BUNNY_BRIGADE,,,,,,,,,,,2750,79,69,,SUPER_RARE,TID_BUNNY_GROM_SKIN,TID_BUNNY_GROM_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,grom_easter_tex.pvr,grom_easter_tex.pvr,grom_easter_tex.pvr,grom_easter_tex.pvr,,,,,,,,,
484,FleaSpaceCactus,FleaSpaceCactus,,BRAWLPASS,,,,,,,FleaBigEggSpaceCactus,FleaPetSpaceCactus,,,5000,149,129,,EPIC,TID_SPIKY_EVE_SKIN,TID_SPIKY_EVE_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,eve_space_cactus_tex.pvr,eve_space_cactus_tex.pvr,eve_space_cactus_tex.pvr,eve_space_cactus_tex.pvr,,,,,,,,,
485,FleaPetSpaceCactus,FleaPetSpaceCactus,,,,,,,,,,,,,,,,,,,,,,,eve_space_cactus_tex.pvr,eve_space_cactus_tex.pvr,eve_space_cactus_tex.pvr,eve_space_cactus_tex.pvr,,,,,,,,,
486,FleaBigEggSpaceCactus,FleaBigEggSpaceCactus,,,,,,,,,,,,,,,,,,,,,,,eve_space_cactus_tex.pvr,eve_space_cactus_tex.pvr,eve_space_cactus_tex.pvr,eve_space_cactus_tex.pvr,,,,,,,,,
487,PayloadDefault,PayloadDefault,,,,,,,,,,,,,,,,,,,,,,,payload.pvr,payload_red.pvr,,,,,,,,,,,
490,RuffsGold,RuffsGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_RUFFS_SKIN,TID_TRUE_GOLD_RUFFS_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,ruffs_gold_tex.pvr,ruffs_gold_tex.pvr,ruffs_gold_tex.pvr,ruffs_gold_tex.pvr,,,,,,,,,
491,RuffsSilver,RuffsSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_RUFFS_SKIN,TID_TRUE_SILVER_RUFFS_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,ruffs_silver_tex.pvr,ruffs_silver_tex.pvr,ruffs_silver_tex.pvr,ruffs_silver_tex.pvr,,,,,,,,,
492,Wallygold,Wallygold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_SPROUT_SKIN,TID_TRUE_GOLD_SPROUT_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,sprout_gold_tex.pvr,sprout_gold_tex.pvr,"sprout_gold_tex.pvr+value(masks/sprout/sprout_glass_msk.png,1.000000)+hue(masks/sprout/sprout_glass_msk.png,347.441986)","sprout_gold_tex.pvr+value(masks/sprout/sprout_glass_msk.png,1.000000)+hue(masks/sprout/sprout_glass_msk.png,347.441986)",,,,,,,,,
493,Wallysilver,Wallysilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_SPROUT_SKIN,TID_TRUE_SILVER_SPROUT_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,sprout_silver_tex.pvr,sprout_silver_tex.pvr,"sprout_silver_tex.pvr+value(masks/sprout/sprout_glass_msk.png,1.000000)+hue(masks/sprout/sprout_glass_msk.png,347.441986)","sprout_silver_tex.pvr+value(masks/sprout/sprout_glass_msk.png,1.000000)+hue(masks/sprout/sprout_glass_msk.png,347.441986)",,,,,,,,,
494,RopeDudeGold,RopeDudeGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_BUZZ_SKIN,TID_TRUE_GOLD_BUZZ_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,buzz_gold_tex.pvr,buzz_gold_tex.pvr,buzz_gold_tex.pvr,buzz_gold_tex.pvr,,,,,,,,,
495,RopeDudeSilver,RopeDudeSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_BUZZ_SKIN,TID_TRUE_SILVER_BUZZ_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,buzz_silver_tex.pvr,buzz_silver_tex.pvr,buzz_silver_tex.pvr,buzz_silver_tex.pvr,,,,,,,,,
496,PowerLevelerGold,PowerLevelerGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_SURGE_SKIN,TID_TRUE_GOLD_SURGE_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,surge_gold_tex.pvr,surge_gold_tex.pvr,surge_gold_tex.pvr,surge_gold_tex.pvr,,,,,,,,,
497,PowerLevelerSilver,PowerLevelerSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_SURGE_SKIN,TID_TRUE_SILVER_SURGE_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,surge_silver_tex.pvr,surge_silver_tex.pvr,surge_silver_tex.pvr,surge_silver_tex.pvr,,,,,,,,,
498,MechaDudeBigRhinoAddon,MechaDudeBigRhinoAddon,,,,,,,,,,,,,,,,,,,,,,,meg_beetle_tex.pvr,meg_beetle_tex.pvr,meg_beetle_tex.pvr,meg_beetle_tex.pvr,,,,,,,,,
499,BallLava,BallLava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,JetpackGirlDefault,JetpackGirlDefault,,,,,,,,,,,,,,,,,,,,,,,janet_tex.pvr,janet_tex.pvr,janet_tex.pvr,janet_tex.pvr,,,,,,,,,
501,BullDudeMang,BullDudeMang,,BT21,,,,8,,,,,,,5000,149,,,EPIC,TID_BT21_BULL_SKIN,TID_BT21_BULL_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,bull_mang_tex.pvr,bull_mang_tex.pvr,bull_mang_tex.pvr,bull_mang_tex.pvr,,,,280,,,,,
502,CannonGirlDefault,CannonGirlDefault,,,,,,,,,CannonGirlSmallDefault,,,,,,,,,,,,,,bonnie_tex.pvr,bonnie_tex.pvr,bonnie_tex.pvr,bonnie_tex.pvr,,,,,,,,,
503,CannonGirlSmallDefault,CannonGirlSmallDefault,,,,,,,,,,,,,,,,,,,,,,,bonnie_tex.pvr,bonnie_tex.pvr,bonnie_tex.pvr,bonnie_tex.pvr,,,,,,,,,
504,JetpackGirlDamageTowerDefault,JetpackGirlDamageTowerDefault,,,,,,,,,,,,,,,,,,,,,,,janet_tex.pvr,janet_tex.pvr,janet_tex.pvr,janet_tex.pvr,,,,,,,,,
505,DrillerCooky,DrillerCooky,,BT21,,,,8,,,,,,,5000,149,,,EPIC,TID_BT21_JACKY_SKIN,TID_BT21_JACKY_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,jacky_cooky_tex.pvr,jacky_cooky_tex.pvr,jacky_cooky_tex.pvr,jacky_cooky_tex.pvr,,,,,,,,,
506,EnragerTata,EnragerTata,,BT21,,,,8,,,,,,,5000,149,,,EPIC,TID_BT21_EDGAR_SKIN,TID_BT21_EDGAR_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,edgar_tata_tex.pvr,edgar_tata_tex.pvr,edgar_tata_tex.pvr,edgar_tata_tex.pvr,,,-100,400,,,,,
508,,,,STUNTSHOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,BarrelBotCrash,BarrelBotCrash,,RANKED_OLD,,,,,,,,,,,5000,149,,,EPIC,TID_CRASH_TEST_DARRYL_SKIN,TID_CRASH_TEST_DARRYL_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,darryl_crashtest_tex.pvr,darryl_crashtest_tex.pvr,darryl_crashtest_tex.pvr,"darryl_crashtest_tex.pvr+value(masks/darryl/darryl_msk.png,0.698000)",,,,,,,,,
514,SpawnerDudeTurretDaruma,SpawnerDudeTurretDaruma,,,,,,,,,,,,,,,,,,,,,,,mrp_daruma_spawner_tex.pvr,mrp_daruma_spawner_tex.pvr,mrp_daruma_spawner_tex.pvr,mrp_daruma_spawner_tex.pvr,,,,,,,,,
515,SpawnerPetDaruma,SpawnerPetDaruma,,,,,,,,,,,,,,,,,,,,,,,mrp_daruma_spawner_tex.pvr,mrp_daruma_spawner_tex.pvr,mrp_daruma_spawner_tex.pvr,mrp_daruma_spawner_tex.pvr,,,,,,,,,
516,BlackHoleDevious,BlackHoleDevious,,LANTERN,,,,,,,,,,,5000,149,129,,EPIC,TID_TEMPEST_TARA_SKIN,TID_TEMPEST_TARA_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,tara_devious_tex.pvr,tara_devious_tex.pvr,tara_devious_tex.pvr,tara_devious_tex.pvr,,,250,200,,,,,
518,MechaDudeBigMonsterTruck,MechaDudeBigMonsterTruck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,BallPinball,BallPinball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,MechaDudeBigMonsterTruckAddon,MechaDudeBigMonsterTruckAddon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,CannonGirlSmallVillain,CannonGirlSmallVillain,,,,,,,,,,,,,,,,,,,,,,,bonnie_villain_tex.pvr,bonnie_villain_tex.pvr,bonnie_villain_tex.pvr,bonnie_villain_tex.pvr,,,,,,,,,
523,MechaDudeReloadTowerDefault,MechaDudeReloadTowerDefault,,,,,,,,,,,,,,,,,,,,,,,meg_toolbox_gadget_tex.pvr,meg_toolbox_gadget_tex.pvr,meg_toolbox_gadget_tex.pvr,meg_toolbox_gadget_tex.pvr,,,,,,,,,
524,ElectroSniperGold,ElectroSniperGold,,GOLD,,,,,,,HealingStationSummer,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_BELLE_SKIN,TID_TRUE_GOLD_BELLE_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,belle_gold_tex.pvr,belle_gold_tex.pvr,belle_gold_tex.pvr,belle_gold_tex.pvr,,,,,,,,,
525,ElectroSniperSilver,ElectroSniperSilver,,SILVER,,,,,,,HealingStationSummer,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_BELLE_SKIN,TID_TRUE_SILVER_BELLE_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,belle_silver_tex.pvr,belle_silver_tex.pvr,belle_silver_tex.pvr,belle_silver_tex.pvr,,,,,,,,,
526,RollerGold,RollerGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_STU_SKIN,TID_TRUE_GOLD_STU_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,stu_gold_tex.pvr,stu_gold_tex.pvr,stu_gold_tex.pvr,stu_gold_tex.pvr,,,,,,,,,
527,RollerSilver,RollerSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_STU_SKIN,TID_TRUE_SILVER_STU_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,stu_silver_tex.pvr,stu_silver_tex.pvr,stu_silver_tex.pvr,stu_silver_tex.pvr,,,,,,,,,
528,KnightGold,KnightGold,,GOLD,,,,,,,KnightPetDefault,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_ASH_SKIN,TID_TRUE_GOLD_ASH_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,ash_gold_tex.pvr,ash_gold_tex.pvr,ash_gold_tex.pvr,ash_gold_tex.pvr,,,,,,,,,
529,KnightSilver,KnightSilver,,SILVER,,,,,,,KnightPetDefault,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_ASH_SKIN,TID_TRUE_SILVER_ASH_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,ash_silver_tex.pvr,ash_silver_tex.pvr,ash_silver_tex.pvr,ash_silver_tex.pvr,,,,,,,,,
530,DuplicatorGold,DuplicatorGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_LOLA_SKIN,TID_TRUE_GOLD_LOLA_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,lolla_gild_tex.pvr,lolla_gild_tex.pvr,lolla_gild_tex.pvr,lolla_gild_tex.pvr,,,,,,,,,
531,DuplicatorSilver,DuplicatorSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_LOLA_SKIN,TID_TRUE_SILVER_LOLA_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,lolla_silver_tex.pvr,lolla_silver_tex.pvr,lolla_silver_tex.pvr,lolla_silver_tex.pvr,,,,,,,,,
532,MechaDudeGold,MechaDudeGold,,GOLD,,,,,,,MechaDudeBigGold,MechaDudeReloadTowerDefault,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_MEG_SKIN,TID_TRUE_GOLD_MEG_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,meg_gold_tex.pvr,meg_gold_tex.pvr,meg_gold_tex.pvr,meg_gold_tex.pvr,,,,,,,,,
533,MechaDudeSilver,MechaDudeSilver,,SILVER,,,,,,,MechaDudeBigSilver,MechaDudeReloadTowerDefault,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_MEG_SKIN,TID_TRUE_SILVER_MEG_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,meg_silver_tex.pvr,meg_silver_tex.pvr,meg_silver_tex.pvr,meg_silver_tex.pvr,,,,,,,,,
534,MechaDudeBigGold,MechaDudeBigGold,,GOLD,,,,,,,,,,,,,,,,,,,,gold_materials.scw,meg_mecha_gold_tex.pvr,meg_mecha_gold_tex.pvr,meg_mecha_gold_tex.pvr,meg_mecha_gold_tex.pvr,,,,,,,,,
535,MechaDudeBigSilver,MechaDudeBigSilver,,SILVER,,,,,,,,,,,,,,,,,,,,silver_materials.scw,meg_mecha_silver_tex.pvr,meg_mecha_silver_tex.pvr,meg_mecha_silver_tex.pvr,meg_mecha_silver_tex.pvr,,,,,,,,,
536,JetpackGirlValkyrie,JetpackGirlValkyrie,,BRAWLPASS,,,3,3,,,,,,,5000,149,,,EPIC,TID_VALKYRIE_JANET_SKIN,TID_VALKYRIE_JANET_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,janet_valkyrie_tex.pvr,janet_valkyrie_tex.pvr,janet_valkyrie_tex.pvr,janet_valkyrie_tex.pvr,,,,,,,,,
537,MechaDudeBigSilverAddon,MechaDudeBigSilverAddon,,,,,,,,,,,,,,,,,,,,,,silver_materials.scw,meg_silver_tex.pvr,meg_silver_tex.pvr,meg_silver_tex.pvr,meg_silver_tex.pvr,,,,,,,,,
538,MechaDudeBigGoldAddon,MechaDudeBigGoldAddon,,,,,,,,,,,,,,,,,,,,,,gold_materials.scw,meg_gold_tex.pvr,meg_gold_tex.pvr,meg_gold_tex.pvr,meg_gold_tex.pvr,,,,,,,,,
539,RuffsChimmy,RuffsChimmy,,BT21,,,,8,,,,,,,5000,149,,,EPIC,TID_BT21_RUFFS_SKIN,TID_BT21_RUFFS_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,ruffs_chimmy_tex.pvr,ruffs_chimmy_tex.pvr,ruffs_chimmy_tex.pvr,ruffs_chimmy_tex.pvr,,,,,,,,,
540,SilencerDefault,SilencerDefault,,,,,,,,,,,,,,,,,,,,,,,otis_tex.pvr,otis_tex.pvr,otis_tex.pvr,otis_tex.pvr,,,,,,,,,
541,RocketGirlDelivery,RocketGirlDelivery,,RANKED,,,,,,,,,,,5000,149,,,EPIC,TID_POSTAL_BROCK_SKIN,TID_POSTAL_BROCK_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,"brock_delivery_tex.pvr+hue(masks/brock/brock_ammo_msk.png,230.233002)",brock_delivery_tex.pvr,"brock_delivery_tex.pvr+hue(masks/brock/brock_ammo_msk.png,213.488007)",brock_delivery_tex.pvr,,,,,,,,,
542,MummyDj,MummyDj,,SC_MAKE,,,,,,,,,,,5000,149,129,,EPIC,TID_MAKE_EMZ_SKIN,TID_MAKE_EMZ_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",Bouncyduck,,emz_dj_tex.pvr,emz_dj_tex.pvr,emz_dj_tex.pvr,emz_dj_tex.pvr,,,,,,,,,
543,SafeDeepsea,SafeDeepsea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,,,,DEEPSEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,SilencerPharaoh,SilencerPharaoh,,BRAWLPASS,,,7,7,,,,,,,5000,149,,,EPIC,TID_PHARA_OTIS_SKIN,TID_PHARA_OTIS_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,,,,,,,,,,,,,
549,SilencerDefaultAddonStarfish,SilencerDefaultAddonStarfish,,,,,,,,,,,,,,,,,,,,,,,otis_tex.pvr,otis_tex.pvr,otis_tex.pvr,otis_tex.pvr,,,,,,,,,
550,CrossBomberGold,CrossBomberGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_GROM_SKIN,TID_TRUE_GOLD_GROM_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,grom_gold_tex.pvr,grom_gold_tex.pvr,grom_gold_tex.pvr,grom_gold_tex.pvr,,,,,,,,,
551,CrossBomberSilver,CrossBomberSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_GROM_SKIN,TID_TRUE_SILVER_GROM_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,grom_silver_tex.pvr,grom_silver_tex.pvr,grom_silver_tex.pvr,grom_silver_tex.pvr,,,,,,,,,
552,FleaGold,FleaGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_EVE_SKIN,TID_TRUE_GOLD_EVE_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,eve_gold_tex.pvr,eve_gold_tex.pvr,eve_gold_tex.pvr,eve_gold_tex.pvr,,,,,,,,,
553,FleaSilver,FleaSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_EVE_SKIN,TID_TRUE_SILVER_EVE_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,eve_silver_tex.pvr,eve_silver_tex.pvr,eve_silver_tex.pvr,eve_silver_tex.pvr,,,,,,,,,
554,JetpackGirlGold,JetpackGirlGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_JANET_SKIN,TID_TRUE_GOLD_JANET_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,janet_gold_tex.pvr,janet_gold_tex.pvr,janet_gold_tex.pvr,janet_gold_tex.pvr,,,,,,,,,
555,JetpackGirlSilver,JetpackGirlSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_JANET_SKIN,TID_TRUE_SILVER_JANET_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,janet_silver_tex.pvr,janet_silver_tex.pvr,janet_silver_tex.pvr,janet_silver_tex.pvr,,,,,,,,,
556,CannonGirlGold,CannonGirlGold,,GOLD,,,,,,,CannonGirlSmallGold,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_BONNIE_SKIN,TID_TRUE_GOLD_BONNIE_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials_clip.scw,bonnie_gold_tex.pvr,bonnie_gold_tex.pvr,bonnie_gold_tex.pvr,bonnie_gold_tex.pvr,,,,,,,,,
557,CannonGirlSilver,CannonGirlSilver,,SILVER,,,,,,,CannonGirlSmallSilver,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_BONNIE_SKIN,TID_TRUE_SILVER_BONNIE_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials_clip.scw,bonnie_silver_tex.pvr,bonnie_silver_tex.pvr,bonnie_silver_tex.pvr,bonnie_silver_tex.pvr,,,,,,,,,
558,KickerDudeGold,KickerDudeGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_FANG_SKIN,TID_TRUE_GOLD_FANG_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,fang_gold_tex.pvr,fang_gold_tex.pvr,fang_gold_tex.pvr,fang_gold_tex.pvr,,,,,,,,,
559,KickerDudeSilver,KickerDudeSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_FANG_SKIN,TID_TRUE_SILVER_FANG_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,fang_silver_tex.pvr,fang_silver_tex.pvr,fang_silver_tex.pvr,fang_silver_tex.pvr,,,,,,,,,
560,ArtilleryDudeCoverDefault,ArtilleryDudeCoverDefault,,,,,,,,,,,,,,,,,,,,,,,penny_barrel_gadget_tex.pvr,penny_barrel_gadget_tex.pvr,penny_barrel_gadget_tex.pvr,penny_barrel_gadget_tex.pvr,,,,,,,,,
561,SilencerPharaohAddonStarfish,SilencerPharaohAddonStarfish,,,,,,,,,,,,,,,,,,,,,,,otis_phara_tex.pvr,otis_phara_tex.pvr,otis_phara_tex.pvr,otis_phara_tex.pvr,,,,,,,,,
562,CannonGirlSmallGold,CannonGirlSmallGold,,GOLD,,,,,,,,,,,,,,,,,,,,gold_materials.scw,bonnie_gold_tex.pvr,bonnie_gold_tex.pvr,bonnie_gold_tex.pvr,bonnie_gold_tex.pvr,,,,,,,,,
563,CannonGirlSmallSilver,CannonGirlSmallSilver,,SILVER,,,,,,,,,,,,,,,,,,,,silver_materials.scw,bonnie_silver_tex.pvr,bonnie_silver_tex.pvr,bonnie_silver_tex.pvr,bonnie_silver_tex.pvr,,,,,,,,,
564,MinigunDudeBroker,MinigunDudeBroker,,,,,,,,,HealingStationBroker,,,,2750,79,69,,SUPER_RARE,TID_BROKER_PAM_SKIN,TID_BROKER_PAM_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,,,,,,NinjaGhost,,,,,,,
566,UndertakerMecha,UndertakerMecha,,MECHA,,1,,,,,,,,,,299,,,LEGENDARY,TID_MECHA_MORIS_SKIN,TID_MECHA_MORTIS_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX,VOICE",,,,,,,,,,,,,,,
567,WeaponThrowerDefault,WeaponThrowerDefault,,,,,,,,,,,,,,,,,,,,,,,bronson_tex.pvr,bronson_tex.pvr,bronson_tex.pvr,bronson_tex.pvr,,,,,,,,,
568,SoulCollectorDefault,SoulCollectorDefault,,,,,,,,,,,,,,,,,,,,,,,gus_tex.pvr,gus_tex.pvr,gus_tex.pvr,gus_tex.pvr,,,,,,,,,
571,,,,OUTLAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
